regWait,triageWait,doctorWait,LOS,ClerkUtil,NurseUtil,DoctorUtil
9.166928305497262,0.20039314150228543,219.3412841646731,257.8789365052969,0.39168614405301805,0.22084930945637077,0.9188695537019896
2.5018784485098013,0.5093845326791007,176.15234388097085,208.55952690305682,0.33795276553165265,0.2269946205426673,0.7919805395483422
1.9375124748907477,0.7351765823221508,221.49489857230066,257.81257558521884,0.31014659735618955,0.25273542173366426,0.8888439692791744
3.2624248255712875,0.2950930062240425,220.55501088855672,257.02925560888474,0.3779048562236828,0.25541744636139435,0.9661538294055196
1.0883548253076896,0.10061437125812094,199.62477585369754,232.9082672720882,0.3154655956690666,0.22176035482145573,0.8577243878230932
3.7953356669433624,0.23930710331550387,223.01169591224317,257.5358620263351,0.3719963617258509,0.2360479980340477,0.9018748276946905
3.227834738673174,0.43305147197400035,352.298191601403,389.7721952946413,0.40606678329867213,0.29139290901885917,0.9947481481312099
2.7392673139679857,0.4802012818636212,128.67281078938004,162.4292504293989,0.3216642650412323,0.21781378017027983,0.7464747681167062
4.806697220310658,0.4150236622345453,241.60504345353124,278.1769590536849,0.3585594718119949,0.23585619496193766,0.8540127558631574
1.9092711036524248,0.7719128751079127,300.3649041032671,335.3413367878097,0.31708996730100764,0.2457263680457355,0.9373713597603949
5.792430097795515,0.43906134014202874,386.8897702804432,426.98998733935235,0.4569219317823427,0.25695599617914994,0.9994689384638921
5.713514287806972,0.23285428549634057,191.6581477887369,227.5499766397186,0.34635057411076503,0.23095824231557296,0.8251568618387431
5.616157617188766,0.9523246384616729,417.5019100312211,456.9642615658399,0.4157016157711948,0.29813223194804767,0.9922910389608975
3.3629349912229975,0.39723017764504803,321.63221471812716,355.2963752911132,0.3817920871630091,0.23427195218343821,0.8977038929254736
14.433065287253264,0.4139131214706657,264.37116382704164,312.0475062041154,0.41534054461699177,0.2465941053561313,0.9601959305701185
5.723351288344502,0.09528983494291468,290.42581255440797,329.151903344393,0.38771680918907675,0.24247420331915412,0.9493926482767153
2.5043052609022696,0.4457892566715777,244.74418883885366,279.6580351825157,0.3738847187160318,0.27890807003365514,0.8996069525578396
2.08019530899757,0.18260113384731774,267.48565689053675,300.91399413209297,0.36584993900953516,0.25068368438963007,0.9314058383566493
5.793759667999881,0.7808933267759073,324.94482797734554,364.0644890083431,0.3972993649335708,0.28387874464235474,0.9899462792180046
4.173733965553537,0.32173629009122895,218.02321966961424,253.43464177122866,0.37044304493276575,0.22057655335601495,0.8521853685387852
7.767771107668422,6.153932977010168,391.56016927636534,441.97214316064367,0.42680754025286655,0.3254438318297502,0.9979837734398679
1.565339275925244,0.29407249778928535,225.1386210173576,259.918531653036,0.3321687136005516,0.2270382524950163,0.92543403372344
2.2770914809280436,0.3433006648900267,241.53018325123165,275.69052006646393,0.3358975783215459,0.2374941259345209,0.9425556806603713
3.0325607082950787,0.2786973917083573,163.80260256133266,195.60531533342623,0.38342590400438487,0.23477722149697197,0.7922533999250508
9.504997272757281,0.40501448731657125,250.64526928411252,290.9265268137665,0.4117655941246273,0.2573021022551235,0.8865547164053816
1.7586359785505519,0.21280090033869353,184.07001412511207,216.1046822051669,0.3697144357748805,0.23217736428561186,0.873231684747081
3.6276457440815246,0.13833562068868072,153.79520551132302,187.0647696300718,0.328082715745849,0.2214848976898793,0.7620106982674545
2.080440969206759,0.17390144297574364,133.95795601929314,165.01907364097147,0.3188575318845707,0.19956742709073394,0.7732745546755139
2.5055384447494338,0.7739831999967156,229.68851023992644,263.4074190001938,0.36811900887158955,0.24742806164257566,0.9100605058709516
1.833419771857381,0.18301470416557927,198.67175715930756,232.2499885535433,0.3827227183543042,0.26907924859226057,0.9073347941852731
4.831258230142673,1.884268455665895,260.17518645580145,297.67033218350224,0.4018907527060513,0.30115352748456997,0.9741167416497668
2.3100826961121723,0.6452553572725531,185.881682857577,220.76715798980223,0.3297252423910503,0.2392061325875158,0.8690713820900285
3.392232654885081,0.2696947774657556,361.9488694258365,398.6172681177724,0.3385515987765457,0.23105149665650834,0.9923773094182228
2.1524579308129037,0.24639408741706423,192.25126077820056,225.47831792407266,0.3973763448039398,0.24406307193637125,0.9495334065976532
2.031969681103964,0.33126989594079886,209.26207373389548,242.79594991330828,0.35837407519116693,0.25252713891953193,0.8186864995743753
1.1558308652440654,0.1744563728567312,195.2853853097647,227.00186169346793,0.32679463238501194,0.2185979930520963,0.8870466205082234
3.8807758861526294,0.3177683092125242,197.56289707251292,230.94334649929618,0.3889058568813264,0.23584993286637498,0.8266271557281054
3.3362520110309197,0.38902467724720047,273.6385156595357,308.20790452746246,0.3905481086142544,0.27635580001397536,0.9441071510663709
3.3645720740479144,0.4084374620103546,321.4246736819909,354.27384168007666,0.3901751215506092,0.2601528078643792,0.9554988044586575
5.87791621858043,0.6977208288539997,291.96875219038463,330.4475672656074,0.42510060454479703,0.2716174082500464,0.9450401152089961
2.7090034371383775,0.14303475832251797,255.6420054525473,290.54599519449755,0.37776787062596767,0.22602522362629796,0.9394366623317879
