regWait,triageWait,doctorWait,LOS,ClerkUtil,NurseUtil,DoctorUtil,DoctorUtil_high,DoctorUtil_medium,DoctorUtil_low,regWait_low,triageWait_low,doctorWait_low,LOS_low,regWait_medium,triageWait_medium,doctorWait_medium,LOS_medium,regWait_high,triageWait_high,doctorWait_high,LOS_high
9.166928305497262,0.20039314150228543,44.40227144781787,84.62671858768218,0.39168614405301805,0.22084930945637077,0.5825508059320714,0.4833170769144566,0.5922856993949378,0.6224327769780125,6.651685946112814,0.29577591234966144,32.59521322210391,64.17788596792417,12.268690062509739,0.10203819563043126,59.72126567877121,105.66843480738572,12.008538081215562,0.015554876727485123,51.754820460966734,119.31869331121186
2.5018784485098013,0.5093845326791007,37.62002201138606,71.5227366576336,0.340774509685139,0.2288899171897638,0.5026418467603264,0.3248974212408986,0.5299286801702336,0.5642272261101331,2.9340214977486023,0.8135477977013655,56.53300600460292,84.28343787228707,1.8446694600669498,0.05835994313855727,11.96064181021648,51.67065982277192,2.07296871828582,0.1528922421431389,4.176313926958745,60.96318084799739
1.9309419019457401,0.3345733425182503,39.42376930645274,74.99597243601697,0.31326492773203196,0.2474922595033744,0.545102294108385,0.7142189632907183,0.4912610259158732,0.51438522770973,1.7336018912489095,0.3440650092189672,32.7451146959114,59.9499796845918,2.0402454712237468,0.3402575996248106,15.006339635709844,52.12204321921874,2.295246164707052,0.2942561401107658,110.32937828545779,167.78796989195533
3.2691582104446204,0.7100722392836005,44.10559045531695,81.48156399835143,0.380905219071486,0.2739432042115527,0.5880001548854977,0.3637224302106586,0.6581468419085108,0.6299923301999044,3.4694765194361397,1.036184388660145,33.342957651155345,64.5449436925437,3.3400487326108736,0.43275153893579393,64.23497954305907,106.07751310671446,1.7773131320184385,0.03558009116140966,8.732380101866246,64.76018604300836
1.0883548253076896,0.1864169274173203,54.930047875063316,89.41524815579928,0.31554169907951557,0.21182716728560017,0.542295558687452,0.3911028398559952,0.6069413328452489,0.5532461439453835,1.2134284995786342,0.3016496995354305,74.78025798061286,102.63241070421554,1.0174471620844205,0.07843267794745817,35.920259660639594,74.93052019046308,0.6942099358853235,0.0,19.24404494278754,73.52472891201286
3.7953356669433624,0.4605485261377069,53.094318515451185,89.30575908186422,0.3720150279935511,0.250492061160632,0.5643170605794323,0.40771077137907297,0.5312560824361146,0.6756811833229297,4.002027878257495,0.5594917049828174,79.74647393364363,110.23831164325753,3.4625425253354054,0.2765673786968302,12.705329031769246,53.262440076504774,3.693022478298737,0.5349398259384192,16.269304319212086,80.81418158256575
3.227834738673174,0.3655615586216726,28.12661816659025,63.81095275317351,0.40463589619789436,0.2673117282940722,0.6052012008698304,0.6659882002528277,0.6271069086587477,0.5529019933894145,2.8434725675944326,0.6150112942771976,6.434210910510263,32.332823438627386,3.5906605490178656,0.0916892036828428,26.209436650571305,66.73664028089206,3.908399400782406,0.05524462092425533,149.43096851952427,219.54307959250082
2.756495560607771,0.3660696027346593,14.36337968581871,48.301421201000096,0.32185849324954374,0.20317173404500008,0.46923700416117786,0.43133644478538335,0.4704525542514354,0.48697173375881747,1.5941687584981437,0.5210316638584388,13.432297743949764,38.427054265516674,4.773873314302667,0.19576897173282004,14.262640227881638,56.73681184287891,2.4358298932257014,0.0,20.87077543705332,81.67495528588704
4.779111512004432,0.4730973886460465,31.049993400535065,68.35585233978365,0.35568891929529883,0.23455856601337408,0.5239684509261654,0.4246903035992932,0.5156939497850465,0.5818820257307203,4.626994696242653,0.6231237666353653,33.57332672715589,64.65493551989425,5.289203541303144,0.35252591624099644,29.42728607325382,69.91989404159027,3.5881032439109855,0.0,21.379849862605266,86.34658933393011
1.8872867547560155,0.40537745592241975,57.1774178292625,93.48488949803368,0.31886099442379473,0.23611020802287203,0.6084419264542953,0.5866292634743894,0.6589778175377811,0.5688123668607624,1.6928893824819768,0.5257988821194044,20.70020254177617,48.673792148541835,2.0674210687745314,0.31871073313716525,82.15225292502679,121.81671231454946,2.0588587154874594,0.21384520138945773,120.88037209281691,179.65424926929
